año;distrito;barrio;total;españoles
1 de enero de 2018;01. Centro;01. Centro;132.352;103.218
1 de enero de 2018;01. Centro;011. Palacio;22.515;18.660
1 de enero de 2018;01. Centro;012. Embajadores;44.630;33.354
1 de enero de 2018;01. Centro;013. Cortes;10.531;8.218
1 de enero de 2018;01. Centro;014. Justicia;16.578;13.168
1 de enero de 2018;01. Centro;015. Universidad;30.897;24.422
1 de enero de 2018;01. Centro;016. Sol;7.201;5.396
1 de enero de 2018;02. Arganzuela;02. Arganzuela;152.907;138.346
1 de enero de 2018;02. Arganzuela;021. Imperial;22.719;21.201
1 de enero de 2018;02. Arganzuela;022. Acacias;36.751;34.346
1 de enero de 2018;02. Arganzuela;023. Chopera;19.799;17.229
1 de enero de 2018;02. Arganzuela;024. Legazpi;19.252;17.934
1 de enero de 2018;02. Arganzuela;025. Delicias;27.473;24.468
1 de enero de 2018;02. Arganzuela;026. Palos de la Frontera;25.748;22.072
1 de enero de 2018;02. Arganzuela;027. Atocha;1.165;1.096
1 de enero de 2018;03. Retiro;03. Retiro;119.011;110.602
1 de enero de 2018;03. Retiro;031. Pacífico;33.601;30.803
1 de enero de 2018;03. Retiro;032. Adelfas;18.345;17.161
1 de enero de 2018;03. Retiro;033. Estrella;23.238;22.379
1 de enero de 2018;03. Retiro;034. Ibiza;21.472;19.346
1 de enero de 2018;03. Retiro;035. Los Jerónimos;7.075;6.409
1 de enero de 2018;03. Retiro;036. Niño Jesús;15.280;14.504
1 de enero de 2018;04. Salamanca;04. Salamanca;145.268;127.075
1 de enero de 2018;04. Salamanca;041. Recoletos;15.756;13.265
1 de enero de 2018;04. Salamanca;042. Goya;29.604;25.797
1 de enero de 2018;04. Salamanca;043. Fuente del Berro;20.747;18.437
1 de enero de 2018;04. Salamanca;044. Guindalera;41.259;37.113
1 de enero de 2018;04. Salamanca;045. Lista;20.956;18.146
1 de enero de 2018;04. Salamanca;046. Castellana;16.946;14.317
1 de enero de 2018;05. Chamartín;05. Chamartín;144.894;131.729
1 de enero de 2018;05. Chamartín;051. El Viso;17.145;15.331
1 de enero de 2018;05. Chamartín;052. Prosperidad;36.522;32.988
1 de enero de 2018;05. Chamartín;053. Ciudad Jardín;18.487;16.399
1 de enero de 2018;05. Chamartín;054. Hispanoamérica;31.373;29.272
1 de enero de 2018;05. Chamartín;055. Nueva España;24.496;22.286
1 de enero de 2018;05. Chamartín;056. Castilla;16.871;15.453
1 de enero de 2018;06. Tetuán;06. Tetuán;155.967;127.810
1 de enero de 2018;06. Tetuán;061. Bellas Vistas;28.750;22.444
1 de enero de 2018;06. Tetuán;062. Cuatro Caminos;34.254;29.416
1 de enero de 2018;06. Tetuán;063. Castillejos;20.363;17.371
1 de enero de 2018;06. Tetuán;064. Almenara;22.421;19.436
1 de enero de 2018;06. Tetuán;065. Valdeacederas;25.571;20.145
1 de enero de 2018;06. Tetuán;066. Berruguete;24.608;18.998
1 de enero de 2018;07. Chamberí;07. Chamberí;138.418;123.605
1 de enero de 2018;07. Chamberí;071. Gaztambide;22.666;20.278
1 de enero de 2018;07. Chamberí;072. Arapiles;24.335;21.739
1 de enero de 2018;07. Chamberí;073. Trafalgar;24.523;21.472
1 de enero de 2018;07. Chamberí;074. Almagro;19.799;17.263
1 de enero de 2018;07. Chamberí;075. Ríos Rosas;27.049;24.174
1 de enero de 2018;07. Chamberí;076. Vallehermoso;20.046;18.679
1 de enero de 2018;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;242.928;223.680
1 de enero de 2018;08. Fuencarral-El Pardo;081. El Pardo;3.456;3.337
1 de enero de 2018;08. Fuencarral-El Pardo;082. Fuentelarreina;3.234;2.986
1 de enero de 2018;08. Fuencarral-El Pardo;083. Peñagrande;44.412;41.144
1 de enero de 2018;08. Fuencarral-El Pardo;084. Pilar;46.094;41.233
1 de enero de 2018;08. Fuencarral-El Pardo;085. La Paz;33.783;32.161
1 de enero de 2018;08. Fuencarral-El Pardo;086. Valverde;61.941;55.260
1 de enero de 2018;08. Fuencarral-El Pardo;087. Mirasierra;32.058;30.511
1 de enero de 2018;08. Fuencarral-El Pardo;088. El Goloso;17.950;17.048
1 de enero de 2018;09. Moncloa-Aravaca;09. Moncloa-Aravaca;117.835;106.125
1 de enero de 2018;09. Moncloa-Aravaca;091. Casa de Campo;12.900;11.864
1 de enero de 2018;09. Moncloa-Aravaca;092. Argüelles;23.992;21.157
1 de enero de 2018;09. Moncloa-Aravaca;093. Ciudad Universitaria;16.097;14.596
1 de enero de 2018;09. Moncloa-Aravaca;094. Valdezarza;29.418;26.356
1 de enero de 2018;09. Moncloa-Aravaca;095. Valdemarín;6.560;5.939
1 de enero de 2018;09. Moncloa-Aravaca;096. El Plantío;2.720;2.500
1 de enero de 2018;09. Moncloa-Aravaca;097. Aravaca;26.148;23.713
1 de enero de 2018;10. Latina;10. Latina;235.785;201.653
1 de enero de 2018;10. Latina;101. Los Cármenes;17.192;14.884
1 de enero de 2018;10. Latina;102. Puerta del Ángel;41.397;33.900
1 de enero de 2018;10. Latina;103. Lucero;35.488;29.971
1 de enero de 2018;10. Latina;104. Aluche;65.961;56.064
1 de enero de 2018;10. Latina;105. Campamento;18.983;15.747
1 de enero de 2018;10. Latina;106. Cuatro Vientos;5.662;5.324
1 de enero de 2018;10. Latina;107. Águilas;51.102;45.763
1 de enero de 2018;11. Carabanchel;11. Carabanchel;248.220;204.022
1 de enero de 2018;11. Carabanchel;111. Comillas;22.248;18.521
1 de enero de 2018;11. Carabanchel;112. Opañel;32.492;26.145
1 de enero de 2018;11. Carabanchel;113. San Isidro;38.554;31.339
1 de enero de 2018;11. Carabanchel;114. Vista Alegre;45.008;35.842
1 de enero de 2018;11. Carabanchel;115. Puerta Bonita;33.933;27.025
1 de enero de 2018;11. Carabanchel;116. Buenavista;46.216;40.644
1 de enero de 2018;11. Carabanchel;117. Abrantes;29.769;24.506
1 de enero de 2018;12. Usera;12. Usera;136.978;108.793
1 de enero de 2018;12. Usera;121. Orcasitas;22.555;20.919
1 de enero de 2018;12. Usera;122. Orcasur;13.572;11.755
1 de enero de 2018;12. Usera;123. San Fermín;23.209;19.148
1 de enero de 2018;12. Usera;124. Almendrales;20.986;15.490
1 de enero de 2018;12. Usera;125. Moscardó;25.726;19.103
1 de enero de 2018;12. Usera;126. Zofío;13.697;10.647
1 de enero de 2018;12. Usera;127. Pradolongo;17.233;11.731
1 de enero de 2018;13. Puente de Vallecas;13. Puente de Vallecas;230.488;193.074
1 de enero de 2018;13. Puente de Vallecas;131. Entrevías;33.986;29.265
1 de enero de 2018;13. Puente de Vallecas;132. San Diego;40.267;29.666
1 de enero de 2018;13. Puente de Vallecas;133. Palomeras Bajas;39.669;34.658
1 de enero de 2018;13. Puente de Vallecas;134. Palomeras Sureste;42.120;37.686
1 de enero de 2018;13. Puente de Vallecas;135. Portazgo;27.908;24.273
1 de enero de 2018;13. Puente de Vallecas;136. Numancia;46.538;37.526
1 de enero de 2018;14. Moratalaz;14. Moratalaz;94.261;86.322
1 de enero de 2018;14. Moratalaz;141. Pavones;9.081;8.232
1 de enero de 2018;14. Moratalaz;142. Horcajo;6.326;6.112
1 de enero de 2018;14. Moratalaz;143. Marroquina;27.378;25.807
1 de enero de 2018;14. Moratalaz;144. Media Legua;17.757;16.289
1 de enero de 2018;14. Moratalaz;145. Fontarrón;16.902;14.797
1 de enero de 2018;14. Moratalaz;146. Vinateros;16.817;15.085
1 de enero de 2018;15. Ciudad Lineal;15. Ciudad Lineal;214.463;186.176
1 de enero de 2018;15. Ciudad Lineal;151. Ventas;47.744;40.383
1 de enero de 2018;15. Ciudad Lineal;152. Pueblo Nuevo;61.160;51.597
1 de enero de 2018;15. Ciudad Lineal;153. Quintana;24.373;20.128
1 de enero de 2018;15. Ciudad Lineal;154. Concepción;20.803;18.033
1 de enero de 2018;15. Ciudad Lineal;155. San Pascual;18.068;16.665
1 de enero de 2018;15. Ciudad Lineal;156. San Juan Bautista;12.433;11.348
1 de enero de 2018;15. Ciudad Lineal;157. Colina;6.288;5.686
1 de enero de 2018;15. Ciudad Lineal;158. Atalaya;1.575;1.416
1 de enero de 2018;15. Ciudad Lineal;159. Costillares;22.019;20.920
1 de enero de 2018;16. Hortaleza;16. Hortaleza;183.930;166.805
1 de enero de 2018;16. Hortaleza;161. Palomas;6.738;6.137
1 de enero de 2018;16. Hortaleza;162. Piovera;14.723;12.686
1 de enero de 2018;16. Hortaleza;163. Canillas;40.627;37.177
1 de enero de 2018;16. Hortaleza;164. Pinar del Rey;52.274;47.201
1 de enero de 2018;16. Hortaleza;165. Apóstol Santiago;15.271;14.075
1 de enero de 2018;16. Hortaleza;166. Valdefuentes;54.297;49.529
1 de enero de 2018;17. Villaverde;17. Villaverde;145.523;119.276
1 de enero de 2018;17. Villaverde;"171. Villaverde Alto, Casco Histórico de Villaverde";44.299;36.204
1 de enero de 2018;17. Villaverde;172. San Cristóbal;15.498;10.815
1 de enero de 2018;17. Villaverde;173. Butarque;18.268;15.833
1 de enero de 2018;17. Villaverde;174. Los Rosales;36.975;30.356
1 de enero de 2018;17. Villaverde;175. Ángeles;30.483;26.068
1 de enero de 2018;18. Villa de Vallecas;18. Villa de Vallecas;107.649;95.524
1 de enero de 2018;18. Villa de Vallecas;181. Casco Histórico de Vallecas;39.740;33.759
1 de enero de 2018;18. Villa de Vallecas;182. Santa Eugenia;24.295;21.903
1 de enero de 2018;18. Villa de Vallecas;183. Ensanche de Vallecas;43.614;39.862
1 de enero de 2018;19. Vicálvaro;19. Vicálvaro;70.962;62.837
1 de enero de 2018;19. Vicálvaro;191. Casco Histórico de Vicálvaro;34.200;27.752
1 de enero de 2018;19. Vicálvaro;192. Valdebernardo;17.637;16.630
1 de enero de 2018;19. Vicálvaro;193. Valderrivas;18.180;17.588
1 de enero de 2018;19. Vicálvaro;194. El Cañaveral;945;867
1 de enero de 2018;20. San Blas-Canillejas;20. San Blas-Canillejas;156.149;138.834
1 de enero de 2018;20. San Blas-Canillejas;201. Simancas;27.242;23.085
1 de enero de 2018;20. San Blas-Canillejas;202. Hellín;8.941;8.013
1 de enero de 2018;20. San Blas-Canillejas;203. Amposta;8.346;7.164
1 de enero de 2018;20. San Blas-Canillejas;204. Arcos;23.939;21.856
1 de enero de 2018;20. San Blas-Canillejas;205. Rosas;31.560;30.039
1 de enero de 2018;20. San Blas-Canillejas;206. Rejas;16.315;13.761
1 de enero de 2018;20. San Blas-Canillejas;207. Canillejas;28.519;24.440
1 de enero de 2018;20. San Blas-Canillejas;208. El Salvador;11.287;10.476
1 de enero de 2018;21. Barajas;21. Barajas;47.836;43.599
1 de enero de 2018;21. Barajas;211. Alameda de Osuna;19.446;18.402
1 de enero de 2018;21. Barajas;212. Aeropuerto;1.794;1.447
1 de enero de 2018;21. Barajas;213. Casco Histórico de Barajas;7.336;6.068
1 de enero de 2018;21. Barajas;214. Timón;11.750;10.659
1 de enero de 2018;21. Barajas;215. Corralejos;7.510;7.023
1 de enero de 2019;01. Centro;01. Centro;134.881;104.041
1 de enero de 2019;01. Centro;011. Palacio;22.923;18.894
1 de enero de 2019;01. Centro;012. Embajadores;45.259;33.388
1 de enero de 2019;01. Centro;013. Cortes;10.484;8.064
1 de enero de 2019;01. Centro;014. Justicia;17.153;13.486
1 de enero de 2019;01. Centro;015. Universidad;31.725;24.880
1 de enero de 2019;01. Centro;016. Sol;7.337;5.329
1 de enero de 2019;02. Arganzuela;02. Arganzuela;153.830;138.533
1 de enero de 2019;02. Arganzuela;021. Imperial;22.766;21.160
1 de enero de 2019;02. Arganzuela;022. Acacias;36.785;34.207
1 de enero de 2019;02. Arganzuela;023. Chopera;19.993;17.328
1 de enero de 2019;02. Arganzuela;024. Legazpi;19.652;18.261
1 de enero de 2019;02. Arganzuela;025. Delicias;27.658;24.508
1 de enero de 2019;02. Arganzuela;026. Palos de la Frontera;25.801;21.959
1 de enero de 2019;02. Arganzuela;027. Atocha;1.175;1.110
1 de enero de 2019;03. Retiro;03. Retiro;119.379;110.114
1 de enero de 2019;03. Retiro;031. Pacífico;33.571;30.613
1 de enero de 2019;03. Retiro;032. Adelfas;18.474;17.171
1 de enero de 2019;03. Retiro;033. Estrella;23.306;22.345
1 de enero de 2019;03. Retiro;034. Ibiza;21.646;19.196
1 de enero de 2019;03. Retiro;035. Los Jerónimos;7.039;6.315
1 de enero de 2019;03. Retiro;036. Niño Jesús;15.343;14.474
1 de enero de 2019;04. Salamanca;04. Salamanca;146.148;126.773
1 de enero de 2019;04. Salamanca;041. Recoletos;15.734;13.090
1 de enero de 2019;04. Salamanca;042. Goya;29.649;25.525
1 de enero de 2019;04. Salamanca;043. Fuente del Berro;21.071;18.581
1 de enero de 2019;04. Salamanca;044. Guindalera;41.609;37.186
1 de enero de 2019;04. Salamanca;045. Lista;20.961;18.083
1 de enero de 2019;04. Salamanca;046. Castellana;17.124;14.308
1 de enero de 2019;05. Chamartín;05. Chamartín;145.865;132.067
1 de enero de 2019;05. Chamartín;051. El Viso;17.302;15.395
1 de enero de 2019;05. Chamartín;052. Prosperidad;36.651;32.863
1 de enero de 2019;05. Chamartín;053. Ciudad Jardín;18.642;16.497
1 de enero de 2019;05. Chamartín;054. Hispanoamérica;31.733;29.460
1 de enero de 2019;05. Chamartín;055. Nueva España;24.657;22.405
1 de enero de 2019;05. Chamartín;056. Castilla;16.880;15.447
1 de enero de 2019;06. Tetuán;06. Tetuán;157.937;127.859
1 de enero de 2019;06. Tetuán;061. Bellas Vistas;29.146;22.496
1 de enero de 2019;06. Tetuán;062. Cuatro Caminos;34.608;29.450
1 de enero de 2019;06. Tetuán;063. Castillejos;20.513;17.420
1 de enero de 2019;06. Tetuán;064. Almenara;22.642;19.381
1 de enero de 2019;06. Tetuán;065. Valdeacederas;26.021;20.120
1 de enero de 2019;06. Tetuán;066. Berruguete;25.007;18.992
1 de enero de 2019;07. Chamberí;07. Chamberí;139.448;123.626
1 de enero de 2019;07. Chamberí;071. Gaztambide;22.891;20.308
1 de enero de 2019;07. Chamberí;072. Arapiles;24.455;21.709
1 de enero de 2019;07. Chamberí;073. Trafalgar;24.696;21.412
1 de enero de 2019;07. Chamberí;074. Almagro;19.807;17.129
1 de enero de 2019;07. Chamberí;075. Ríos Rosas;27.382;24.346
1 de enero de 2019;07. Chamberí;076. Vallehermoso;20.217;18.722
1 de enero de 2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;246.021;225.139
1 de enero de 2019;08. Fuencarral-El Pardo;081. El Pardo;3.454;3.313
1 de enero de 2019;08. Fuencarral-El Pardo;082. Fuentelarreina;3.265;3.022
1 de enero de 2019;08. Fuencarral-El Pardo;083. Peñagrande;44.508;41.086
1 de enero de 2019;08. Fuencarral-El Pardo;084. Pilar;46.419;41.112
1 de enero de 2019;08. Fuencarral-El Pardo;085. La Paz;33.765;32.002
1 de enero de 2019;08. Fuencarral-El Pardo;086. Valverde;63.201;55.809
1 de enero de 2019;08. Fuencarral-El Pardo;087. Mirasierra;32.898;31.278
1 de enero de 2019;08. Fuencarral-El Pardo;088. El Goloso;18.511;17.517
1 de enero de 2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;119.423;106.886
1 de enero de 2019;09. Moncloa-Aravaca;091. Casa de Campo;12.991;11.878
1 de enero de 2019;09. Moncloa-Aravaca;092. Argüelles;24.093;21.100
1 de enero de 2019;09. Moncloa-Aravaca;093. Ciudad Universitaria;16.260;14.684
1 de enero de 2019;09. Moncloa-Aravaca;094. Valdezarza;29.722;26.393
1 de enero de 2019;09. Moncloa-Aravaca;095. Valdemarín;6.726;6.099
1 de enero de 2019;09. Moncloa-Aravaca;096. El Plantío;2.808;2.547
1 de enero de 2019;09. Moncloa-Aravaca;097. Aravaca;26.823;24.185
1 de enero de 2019;10. Latina;10. Latina;238.154;200.981
1 de enero de 2019;10. Latina;101. Los Cármenes;17.397;14.922
1 de enero de 2019;10. Latina;102. Puerta del Ángel;41.730;33.691
1 de enero de 2019;10. Latina;103. Lucero;36.090;29.961
1 de enero de 2019;10. Latina;104. Aluche;66.351;55.711
1 de enero de 2019;10. Latina;105. Campamento;19.281;15.687
1 de enero de 2019;10. Latina;106. Cuatro Vientos;5.748;5.393
1 de enero de 2019;10. Latina;107. Águilas;51.557;45.616
1 de enero de 2019;11. Carabanchel;11. Carabanchel;253.040;204.105
1 de enero de 2019;11. Carabanchel;111. Comillas;22.403;18.339
1 de enero de 2019;11. Carabanchel;112. Opañel;33.051;26.118
1 de enero de 2019;11. Carabanchel;113. San Isidro;38.957;31.229
1 de enero de 2019;11. Carabanchel;114. Vista Alegre;45.975;35.789
1 de enero de 2019;11. Carabanchel;115. Puerta Bonita;34.860;27.033
1 de enero de 2019;11. Carabanchel;116. Buenavista;47.055;40.888
1 de enero de 2019;11. Carabanchel;117. Abrantes;30.739;24.709
1 de enero de 2019;12. Usera;12. Usera;139.501;108.764
1 de enero de 2019;12. Usera;121. Orcasitas;22.837;20.944
1 de enero de 2019;12. Usera;122. Orcasur;13.808;11.754
1 de enero de 2019;12. Usera;123. San Fermín;23.666;19.146
1 de enero de 2019;12. Usera;124. Almendrales;21.439;15.570
1 de enero de 2019;12. Usera;125. Moscardó;26.353;19.180
1 de enero de 2019;12. Usera;126. Zofío;13.968;10.645
1 de enero de 2019;12. Usera;127. Pradolongo;17.430;11.525
1 de enero de 2019;13. Puente de Vallecas;13. Puente de Vallecas;234.770;192.764
1 de enero de 2019;13. Puente de Vallecas;131. Entrevías;34.698;29.327
1 de enero de 2019;13. Puente de Vallecas;132. San Diego;41.664;29.629
1 de enero de 2019;13. Puente de Vallecas;133. Palomeras Bajas;40.166;34.543
1 de enero de 2019;13. Puente de Vallecas;134. Palomeras Sureste;42.594;37.570
1 de enero de 2019;13. Puente de Vallecas;135. Portazgo;28.350;24.268
1 de enero de 2019;13. Puente de Vallecas;136. Numancia;47.298;37.427
1 de enero de 2019;14. Moratalaz;14. Moratalaz;94.609;85.765
1 de enero de 2019;14. Moratalaz;141. Pavones;9.137;8.199
1 de enero de 2019;14. Moratalaz;142. Horcajo;6.334;6.090
1 de enero de 2019;14. Moratalaz;143. Marroquina;27.260;25.571
1 de enero de 2019;14. Moratalaz;144. Media Legua;17.871;16.204
1 de enero de 2019;14. Moratalaz;145. Fontarrón;17.139;14.745
1 de enero de 2019;14. Moratalaz;146. Vinateros;16.868;14.956
1 de enero de 2019;15. Ciudad Lineal;15. Ciudad Lineal;216.270;185.595
1 de enero de 2019;15. Ciudad Lineal;151. Ventas;48.099;40.175
1 de enero de 2019;15. Ciudad Lineal;152. Pueblo Nuevo;62.111;51.383
1 de enero de 2019;15. Ciudad Lineal;153. Quintana;24.622;20.087
1 de enero de 2019;15. Ciudad Lineal;154. Concepción;20.856;17.977
1 de enero de 2019;15. Ciudad Lineal;155. San Pascual;18.130;16.663
1 de enero de 2019;15. Ciudad Lineal;156. San Juan Bautista;12.487;11.294
1 de enero de 2019;15. Ciudad Lineal;157. Colina;6.387;5.741
1 de enero de 2019;15. Ciudad Lineal;158. Atalaya;1.568;1.408
1 de enero de 2019;15. Ciudad Lineal;159. Costillares;22.010;20.867
1 de enero de 2019;16. Hortaleza;16. Hortaleza;188.267;169.173
1 de enero de 2019;16. Hortaleza;161. Palomas;6.790;6.117
1 de enero de 2019;16. Hortaleza;162. Piovera;14.911;12.724
1 de enero de 2019;16. Hortaleza;163. Canillas;40.578;36.912
1 de enero de 2019;16. Hortaleza;164. Pinar del Rey;52.691;47.047
1 de enero de 2019;16. Hortaleza;165. Apóstol Santiago;15.418;14.015
1 de enero de 2019;16. Hortaleza;166. Valdefuentes;57.879;52.358
1 de enero de 2019;17. Villaverde;17. Villaverde;148.883;119.917
1 de enero de 2019;17. Villaverde;"171. Villaverde Alto, Casco Histórico de Villaverde";45.204;36.229
1 de enero de 2019;17. Villaverde;172. San Cristóbal;16.052;10.885
1 de enero de 2019;17. Villaverde;173. Butarque;18.870;16.242
1 de enero de 2019;17. Villaverde;174. Los Rosales;37.587;30.373
1 de enero de 2019;17. Villaverde;175. Ángeles;31.170;26.188
1 de enero de 2019;18. Villa de Vallecas;18. Villa de Vallecas;110.436;96.893
1 de enero de 2019;18. Villa de Vallecas;181. Casco Histórico de Vallecas;40.280;33.714
1 de enero de 2019;18. Villa de Vallecas;182. Santa Eugenia;24.328;21.818
1 de enero de 2019;18. Villa de Vallecas;183. Ensanche de Vallecas;45.828;41.361
1 de enero de 2019;19. Vicálvaro;19. Vicálvaro;72.126;63.385
1 de enero de 2019;19. Vicálvaro;191. Casco Histórico de Vicálvaro;34.816;27.933
1 de enero de 2019;19. Vicálvaro;192. Valdebernardo;17.638;16.558
1 de enero de 2019;19. Vicálvaro;193. Valderrivas;18.142;17.493
1 de enero de 2019;19. Vicálvaro;194. El Cañaveral;1.530;1.401
1 de enero de 2019;20. San Blas-Canillejas;20. San Blas-Canillejas;158.166;138.733
1 de enero de 2019;20. San Blas-Canillejas;201. Simancas;27.918;23.213
1 de enero de 2019;20. San Blas-Canillejas;202. Hellín;9.157;8.010
1 de enero de 2019;20. San Blas-Canillejas;203. Amposta;8.575;7.197
1 de enero de 2019;20. San Blas-Canillejas;204. Arcos;24.211;21.855
1 de enero de 2019;20. San Blas-Canillejas;205. Rosas;31.677;29.947
1 de enero de 2019;20. San Blas-Canillejas;206. Rejas;16.693;13.797
1 de enero de 2019;20. San Blas-Canillejas;207. Canillejas;28.584;24.262
1 de enero de 2019;20. San Blas-Canillejas;208. El Salvador;11.351;10.452
1 de enero de 2019;21. Barajas;21. Barajas;48.972;44.365
1 de enero de 2019;21. Barajas;211. Alameda de Osuna;19.526;18.422
1 de enero de 2019;21. Barajas;212. Aeropuerto;1.851;1.474
1 de enero de 2019;21. Barajas;213. Casco Histórico de Barajas;7.565;6.177
1 de enero de 2019;21. Barajas;214. Timón;12.388;11.158
1 de enero de 2019;21. Barajas;215. Corralejos;7.642;7.134
1 de enero de 2020;01. Centro;01. Centro;140.473;106.387
1 de enero de 2020;01. Centro;011. Palacio;23.593;19.220
1 de enero de 2020;01. Centro;012. Embajadores;47.048;33.845
1 de enero de 2020;01. Centro;013. Cortes;10.771;8.147
1 de enero de 2020;01. Centro;014. Justicia;18.021;13.979
1 de enero de 2020;01. Centro;015. Universidad;33.418;25.805
1 de enero de 2020;01. Centro;016. Sol;7.622;5.391
1 de enero de 2020;02. Arganzuela;02. Arganzuela;155.660;139.292
1 de enero de 2020;02. Arganzuela;021. Imperial;22.908;21.147
1 de enero de 2020;02. Arganzuela;022. Acacias;36.922;34.172
1 de enero de 2020;02. Arganzuela;023. Chopera;20.287;17.402
1 de enero de 2020;02. Arganzuela;024. Legazpi;19.810;18.383
1 de enero de 2020;02. Arganzuela;025. Delicias;28.233;24.851
1 de enero de 2020;02. Arganzuela;026. Palos de la Frontera;26.289;22.189
1 de enero de 2020;02. Arganzuela;027. Atocha;1.211;1.148
1 de enero de 2020;03. Retiro;03. Retiro;120.406;110.208
1 de enero de 2020;03. Retiro;031. Pacífico;33.767;30.566
1 de enero de 2020;03. Retiro;032. Adelfas;18.785;17.388
1 de enero de 2020;03. Retiro;033. Estrella;23.354;22.262
1 de enero de 2020;03. Retiro;034. Ibiza;21.993;19.219
1 de enero de 2020;03. Retiro;035. Los Jerónimos;7.046;6.247
1 de enero de 2020;03. Retiro;036. Niño Jesús;15.461;14.526
1 de enero de 2020;04. Salamanca;04. Salamanca;147.854;126.480
1 de enero de 2020;04. Salamanca;041. Recoletos;15.846;12.963
1 de enero de 2020;04. Salamanca;042. Goya;29.945;25.410
1 de enero de 2020;04. Salamanca;043. Fuente del Berro;21.249;18.490
1 de enero de 2020;04. Salamanca;044. Guindalera;42.306;37.423
1 de enero de 2020;04. Salamanca;045. Lista;21.211;18.009
1 de enero de 2020;04. Salamanca;046. Castellana;17.297;14.185
1 de enero de 2020;05. Chamartín;05. Chamartín;147.551;132.677
1 de enero de 2020;05. Chamartín;051. El Viso;17.433;15.423
1 de enero de 2020;05. Chamartín;052. Prosperidad;36.940;32.938
1 de enero de 2020;05. Chamartín;053. Ciudad Jardín;18.893;16.562
1 de enero de 2020;05. Chamartín;054. Hispanoamérica;32.042;29.531
1 de enero de 2020;05. Chamartín;055. Nueva España;25.015;22.619
1 de enero de 2020;05. Chamartín;056. Castilla;17.228;15.604
1 de enero de 2020;06. Tetuán;06. Tetuán;161.313;128.967
1 de enero de 2020;06. Tetuán;061. Bellas Vistas;29.895;22.697
1 de enero de 2020;06. Tetuán;062. Cuatro Caminos;35.192;29.756
1 de enero de 2020;06. Tetuán;063. Castillejos;20.835;17.519
1 de enero de 2020;06. Tetuán;064. Almenara;23.003;19.348
1 de enero de 2020;06. Tetuán;065. Valdeacederas;26.545;20.215
1 de enero de 2020;06. Tetuán;066. Berruguete;25.843;19.432
1 de enero de 2020;07. Chamberí;07. Chamberí;140.866;123.791
1 de enero de 2020;07. Chamberí;071. Gaztambide;23.329;20.423
1 de enero de 2020;07. Chamberí;072. Arapiles;24.704;21.691
1 de enero de 2020;07. Chamberí;073. Trafalgar;25.023;21.439
1 de enero de 2020;07. Chamberí;074. Almagro;19.838;17.064
1 de enero de 2020;07. Chamberí;075. Ríos Rosas;27.569;24.351
1 de enero de 2020;07. Chamberí;076. Vallehermoso;20.403;18.823
1 de enero de 2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;249.973;227.089
1 de enero de 2020;08. Fuencarral-El Pardo;081. El Pardo;3.472;3.327
1 de enero de 2020;08. Fuencarral-El Pardo;082. Fuentelarreina;3.308;3.057
1 de enero de 2020;08. Fuencarral-El Pardo;083. Peñagrande;44.938;41.196
1 de enero de 2020;08. Fuencarral-El Pardo;084. Pilar;46.855;41.080
1 de enero de 2020;08. Fuencarral-El Pardo;085. La Paz;33.644;31.796
1 de enero de 2020;08. Fuencarral-El Pardo;086. Valverde;64.668;56.488
1 de enero de 2020;08. Fuencarral-El Pardo;087. Mirasierra;34.046;32.259
1 de enero de 2020;08. Fuencarral-El Pardo;088. El Goloso;19.042;17.886
1 de enero de 2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;121.683;107.972
1 de enero de 2020;09. Moncloa-Aravaca;091. Casa de Campo;13.201;11.921
1 de enero de 2020;09. Moncloa-Aravaca;092. Argüelles;24.423;21.070
1 de enero de 2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;16.395;14.742
1 de enero de 2020;09. Moncloa-Aravaca;094. Valdezarza;30.405;26.741
1 de enero de 2020;09. Moncloa-Aravaca;095. Valdemarín;6.957;6.289
1 de enero de 2020;09. Moncloa-Aravaca;096. El Plantío;2.799;2.533
1 de enero de 2020;09. Moncloa-Aravaca;097. Aravaca;27.503;24.676
1 de enero de 2020;10. Latina;10. Latina;242.139;200.803
1 de enero de 2020;10. Latina;101. Los Cármenes;17.736;14.863
1 de enero de 2020;10. Latina;102. Puerta del Ángel;42.362;33.602
1 de enero de 2020;10. Latina;103. Lucero;36.783;29.968
1 de enero de 2020;10. Latina;104. Aluche;67.418;55.588
1 de enero de 2020;10. Latina;105. Campamento;19.848;15.686
1 de enero de 2020;10. Latina;106. Cuatro Vientos;5.881;5.453
1 de enero de 2020;10. Latina;107. Águilas;52.111;45.643
1 de enero de 2020;11. Carabanchel;11. Carabanchel;260.196;205.231
1 de enero de 2020;11. Carabanchel;111. Comillas;23.001;18.442
1 de enero de 2020;11. Carabanchel;112. Opañel;33.681;26.151
1 de enero de 2020;11. Carabanchel;113. San Isidro;40.023;31.445
1 de enero de 2020;11. Carabanchel;114. Vista Alegre;47.602;35.997
1 de enero de 2020;11. Carabanchel;115. Puerta Bonita;35.932;27.165
1 de enero de 2020;11. Carabanchel;116. Buenavista;48.010;41.133
